78.53,29.91,7.0,12-09-2020 06:30:00,12-09-2020 06:30:25
74.74,30.53,7.47,12-09-2020 06:35:00,12-09-2020 06:35:22
77.99,29.97,7.62,12-09-2020 06:40:00,12-09-2020 06:40:19
78.94,30.03,7.39,12-09-2020 06:45:00,12-09-2020 06:45:23
76.67,30.1,16.88,12-09-2020 06:50:00,12-09-2020 06:50:24
78.7,30.02,7.4,12-09-2020 06:55:00,12-09-2020 06:55:23
75.41,30.15,16.37,12-09-2020 07:00:00,12-09-2020 07:00:25
78.66,29.82,7.56,12-09-2020 07:05:00,12-09-2020 07:05:22
77.69,30.1,7.55,12-09-2020 07:10:00,12-09-2020 07:10:21
78.2,30.1,7.28,12-09-2020 07:15:00,12-09-2020 07:15:18
78.13,29.86,7.37,12-09-2020 07:20:00,12-09-2020 07:20:21
78.37,29.22,7.69,12-09-2020 07:25:00,12-09-2020 07:25:24
75.05,30.58,16.36,12-09-2020 07:30:00,12-09-2020 07:30:24
79.62,30.3,6.97,12-09-2020 07:35:00,12-09-2020 07:35:24
70.01,30.6,30.67,12-09-2020 07:40:00,12-09-2020 07:40:24
77.18,30.3,16.39,12-09-2020 07:45:00,12-09-2020 07:45:24
78.41,30.0,7.29,12-09-2020 07:50:00,12-09-2020 07:50:25
78.46,29.99,7.22,12-09-2020 07:55:00,12-09-2020 07:55:22
79.31,29.9,6.95,12-09-2020 08:00:00,12-09-2020 08:00:24
70.24,30.62,30.88,12-09-2020 08:05:00,12-09-2020 08:05:28
79.37,29.87,7.36,12-09-2020 08:10:00,12-09-2020 08:10:25
78.3,29.99,7.48,12-09-2020 08:15:00,12-09-2020 08:15:23
71.67,30.58,30.84,12-09-2020 08:20:00,12-09-2020 08:20:25
78.94,30.04,7.2,12-09-2020 08:25:00,12-09-2020 08:25:19
78.16,29.95,7.43,12-09-2020 08:30:00,12-09-2020 08:30:25
78.99,30.02,7.51,12-09-2020 08:35:00,12-09-2020 08:35:25
76.53,30.23,16.33,12-09-2020 08:40:00,12-09-2020 08:40:24
78.81,29.9,7.63,12-09-2020 08:45:00,12-09-2020 08:45:22
78.92,29.91,7.48,12-09-2020 08:50:00,12-09-2020 08:50:25
77.82,29.35,7.02,12-09-2020 08:55:00,12-09-2020 08:55:19
78.97,29.85,7.41,12-09-2020 09:00:00,12-09-2020 09:00:27
78.42,29.92,7.66,12-09-2020 09:05:00,12-09-2020 09:05:25
76.49,30.32,16.47,12-09-2020 09:10:00,12-09-2020 09:10:27
70.93,30.56,30.59,12-09-2020 09:15:00,12-09-2020 09:15:26
78.64,29.93,7.4,12-09-2020 09:20:00,12-09-2020 09:20:21
77.55,29.61,7.54,12-09-2020 09:25:00,12-09-2020 09:25:22
77.92,29.97,7.5,12-09-2020 09:30:00,12-09-2020 09:30:26
72.84,30.76,30.77,12-09-2020 09:35:00,12-09-2020 09:35:28
78.15,29.94,6.76,12-09-2020 09:40:00,12-09-2020 09:40:25
75.97,30.9,16.33,12-09-2020 09:45:00,12-09-2020 09:45:24
77.05,29.95,7.34,12-09-2020 09:50:00,12-09-2020 09:50:21
79.1,29.91,7.6,12-09-2020 09:55:00,12-09-2020 09:55:24
77.7,30.55,13.36,12-09-2020 10:00:00,12-09-2020 10:00:26
78.3,29.96,7.59,12-09-2020 10:05:00,12-09-2020 10:05:22
73.25,32.66,30.92,12-09-2020 10:10:00,12-09-2020 10:10:32
78.8,29.92,7.49,12-09-2020 10:15:00,12-09-2020 10:15:21
78.85,29.95,7.63,12-09-2020 10:20:00,12-09-2020 10:20:20
77.61,29.88,7.61,12-09-2020 10:25:00,12-09-2020 10:25:24
79.33,29.99,7.53,12-09-2020 10:30:00,12-09-2020 10:30:24
78.14,30.03,7.78,12-09-2020 10:35:00,12-09-2020 10:35:22
77.6,29.77,7.27,12-09-2020 10:40:00,12-09-2020 10:40:19
72.74,31.12,30.98,12-09-2020 10:45:00,12-09-2020 10:45:27
78.3,29.88,7.38,12-09-2020 10:50:00,12-09-2020 10:50:25
78.92,29.93,7.41,12-09-2020 10:55:00,12-09-2020 10:55:25
79.34,29.94,7.37,12-09-2020 11:00:00,12-09-2020 11:00:24
